Категория;Товар;Название товара;product_name_ua;Цена;Старая цена;Вариант;Ид группы;Код цвета;Артикул;Изображения;Цвет;Сырье;Производитель;Колір;Сировина;Виробник
Женское/Верхняя одежда/шубы/нутрия;Шуба женская 80-04 черная;Шуба женская 80-04;Шуба жiноча 80-04;7999;12999;XS;23369;000000;23369-1;514437_1.jpg,514437_2.jpg,514437_3.jpg,514437_4.jpg;черный;стриж.нутрия/ондатра;Турция;чорний;стриж.нутрия/ондатра;Туреччина
Женское/Верхняя одежда/шубы/норка;Шуба женская 8008/100/KPS черная;Шуба женская 8008/100/KPS;Шуба жiноча 8008/100/KPS;39999;49999;44;23655;000000;23655-1;473846_1.jpg,473846_2.jpg,473846_3.jpg;черный;норка;Турция;чорний;норка;Туреччина
Женское/Верхняя одежда/шубы/норка;Шуба женская 8008/75/KPS черная;Шуба женская 8008/75/KPS;Шуба жiноча 8008/75/KPS;34999;44999;50;23977;000000;23977-1;395605_1.jpg,395605_2.jpg,395605_3.jpg;черный;норка;Турция;чорний;норка;Туреччина
Женское/Верхняя одежда/шубы/норка;Шуба женская 8008/90 brown;Шуба женская 8008/90;Шуба жiноча 8008/90;35999;45999;40;24012;292018;24012-1;448625_1.jpg,448625_2.jpg,448625_3.jpg;BROWN;норка;Турция;коричневий;норка;Туреччина
Женское/Верхняя одежда/шубы/норка;Шуба женская 8008/90 brown;Шуба женская 8008/90;Шуба жiноча 8008/90;35999;45999;42;24012;292018;24012-1;448625_1.jpg,448625_2.jpg,448625_3.jpg;BROWN;норка;Турция;коричневий;норка;Туреччина
Женское/Верхняя одежда/шубы/норка;Шуба женская 8008/90 brown;Шуба женская 8008/90;Шуба жiноча 8008/90;35999;45999;44;24012;292018;24012-1;448625_1.jpg,448625_2.jpg,448625_3.jpg;BROWN;норка;Турция;коричневий;норка;Туреччина
Женское/Верхняя одежда/шубы/норка;Шуба женская 8008/90 brown;Шуба женская 8008/90;Шуба жiноча 8008/90;35999;45999;46;24012;292018;24012-1;448625_1.jpg,448625_2.jpg,448625_3.jpg;BROWN;норка;Турция;коричневий;норка;Туреччина
Женское/Верхняя одежда/шубы/норка;Шуба женская 8008/90 brown;Шуба женская 8008/90;Шуба жiноча 8008/90;35999;45999;48;24012;292018;24012-1;448625_1.jpg,448625_2.jpg,448625_3.jpg;BROWN;норка;Турция;коричневий;норка;Туреччина
Женское/Верхняя одежда/шубы/норка;Шуба женская 8008/90/KPS черная;Шуба женская 8008/90/KPS;Шуба жiноча 8008/90/KPS;39999;49999;44;24034;000000;24034-1;479206_1.jpg,479206_2.jpg,479206_3.jpg;черный;норка;Турция;чорний;норка;Туреччина
Женское/Верхняя одежда/шубы/норка;Шуба женская 8008/90/KPS черная;Шуба женская 8008/90/KPS;Шуба жiноча 8008/90/KPS;39999;49999;46;24034;000000;24034-1;479206_1.jpg,479206_2.jpg,479206_3.jpg;черный;норка;Турция;чорний;норка;Туреччина
Женское/Верхняя одежда/шубы/норка;Шуба женская 8008/90/KPS черная;Шуба женская 8008/90/KPS;Шуба жiноча 8008/90/KPS;39999;49999;48;24034;000000;24034-1;479206_1.jpg,479206_2.jpg,479206_3.jpg;черный;норка;Турция;чорний;норка;Туреччина
Женское/Верхняя одежда/шубы/норка;Шуба женская 8008/90/KPS черная;Шуба женская 8008/90/KPS;Шуба жiноча 8008/90/KPS;39999;49999;50;24034;000000;24034-1;479206_1.jpg,479206_2.jpg,479206_3.jpg;черный;норка;Турция;чорний;норка;Туреччина
Акции/женщины;Шуба женская 8012/70 brown;Шуба женская 8012/70;Шуба жiноча 8012/70;14999;19999;40;23775;423839;23775-2;462408_1.jpg,462408_2.jpg,462408_3.jpg;BROWN;ондатра;Турция;коричневий;ондатра;Туреччина
Акции/женщины;Шуба женская 8012/70 brown;Шуба женская 8012/70;Шуба жiноча 8012/70;14999;19999;42;23775;423839;23775-2;462408_1.jpg,462408_2.jpg,462408_3.jpg;BROWN;ондатра;Турция;коричневий;ондатра;Туреччина
Женское/Верхняя одежда/шубы/ондатра;Шуба женская 8012/70 черная;Шуба женская 8012/70;Шуба жiноча 8012/70;14999;19999;36;24496;000000;24496-1;479288_1.jpg,479288_2.jpg,479288_3.jpg;черный;ондатра;Турция;чорний;ондатра;Туреччина
Женское/Верхняя одежда/шубы/ондатра;Шуба женская 8012/70 черная;Шуба женская 8012/70;Шуба жiноча 8012/70;14999;19999;38;24496;000000;24496-1;479288_1.jpg,479288_2.jpg,479288_3.jpg;черный;ондатра;Турция;чорний;ондатра;Туреччина
Женское/Верхняя одежда/шубы/ондатра;Шуба женская 8012/70 черная;Шуба женская 8012/70;Шуба жiноча 8012/70;14999;19999;44;24496;000000;24496-1;479288_1.jpg,479288_2.jpg,479288_3.jpg;черный;ондатра;Турция;чорний;ондатра;Туреччина
Женское/Верхняя одежда/шубы/норка;Шуба женская 8016/100/KPS черная;Шуба женская 8016/100/KPS;Шуба жiноча 8016/100/KPS;39950;49950;46-48;23637;000000;23637-1;473843_1.jpg,473843_2.jpg,473843_3.jpg;черный;норка;Турция;чорний;норка;Туреччина
Женское/Верхняя одежда/шубы/норка;Шуба женская 8016/100/KPS черная;Шуба женская 8016/100/KPS;Шуба жiноча 8016/100/KPS;39999;49999;52;23637;000000;23637-1;473843_1.jpg,473843_2.jpg,473843_3.jpg;черный;норка;Турция;чорний;норка;Туреччина
Женское/Верхняя одежда/шубы/норка;Шуба женская 8016/100/KPS черная;Шуба женская 8016/100/KPS;Шуба жiноча 8016/100/KPS;39999;49999;54;23637;000000;23637-1;473843_1.jpg,473843_2.jpg,473843_3.jpg;черный;норка;Турция;чорний;норка;Туреччина
Женское/Верхняя одежда/шубы/норка;Шуба женская 8016/100/KPS фиолетовая;Шуба женская 8016/100/KPS;Шуба жiноча 8016/100/KPS;51999;61999;48-50;24097;524952;24097-3;406465_1.jpg,406465_2.jpg,406465_3.jpg;фиолетовый;норка;Турция;фіолетовий;норка;Туреччина
Женское/Верхняя одежда/шубы/норка;Шуба женская 8016/100/KPS/T черная;Шуба женская 8016/100/KPS/T;Шуба жiноча 8016/100/KPS/T;39999;49999;46;23662;000000;23662-1;476932_1.jpg,476932_2.jpg,476932_3.jpg;черный;норка;Турция;чорний;норка;Туреччина
Женское/Верхняя одежда/шубы/норка;Шуба женская 8016/100/KPS/T черная;Шуба женская 8016/100/KPS/T;Шуба жiноча 8016/100/KPS/T;39999;49999;48;23662;000000;23662-1;476932_1.jpg,476932_2.jpg,476932_3.jpg;черный;норка;Турция;чорний;норка;Туреччина
Женское/Верхняя одежда/шубы/норка;Шуба женская 8016/90/T/Y brown;Шуба женская 8016/90/T/Y;Шуба жiноча 8016/90/T/Y;34950;44950;40;23667;292018;23667-2;516093_1.jpg,516093_2.jpg,516093_3.jpg;BROWN;норка;Турция;коричневий;норка;Туреччина
Женское/Верхняя одежда/шубы/норка;Шуба женская 8016/90/T/Y brown;Шуба женская 8016/90/T/Y;Шуба жiноча 8016/90/T/Y;34999;44999;42;23667;292018;23667-2;516093_1.jpg,516093_2.jpg,516093_3.jpg;BROWN;норка;Турция;коричневий;норка;Туреччина
Женское/Верхняя одежда/шубы/норка;Шуба женская 8016/90/T/Y brown;Шуба женская 8016/90/T/Y;Шуба жiноча 8016/90/T/Y;34999;44999;46;23667;292018;23667-2;516093_1.jpg,516093_2.jpg,516093_3.jpg;BROWN;норка;Турция;коричневий;норка;Туреччина
Женское/Верхняя одежда/шубы/норка;Шуба женская 8016/90/T/Y черная;Шуба женская 8016/90/T/Y;Шуба жiноча 8016/90/T/Y;34999;44999;40;23667;000000;23667-1;516106_1.jpg,516106_2.jpg,516106_3.jpg;черный;норка;Турция;чорний;норка;Туреччина
Женское/Верхняя одежда/шубы/норка;Шуба женская 8016/90/T/Y черная;Шуба женская 8016/90/T/Y;Шуба жiноча 8016/90/T/Y;34999;44999;42;23667;000000;23667-1;516106_1.jpg,516106_2.jpg,516106_3.jpg;черный;норка;Турция;чорний;норка;Туреччина
Женское/Верхняя одежда/шубы/норка;Шуба женская 8016/90/T/Y черная;Шуба женская 8016/90/T/Y;Шуба жiноча 8016/90/T/Y;34999;44999;44;23667;000000;23667-1;516106_1.jpg,516106_2.jpg,516106_3.jpg;черный;норка;Турция;чорний;норка;Туреччина
Женское/Верхняя одежда/шубы/норка;Шуба женская 8016/90/T/Y черная;Шуба женская 8016/90/T/Y;Шуба жiноча 8016/90/T/Y;34999;44999;46;23667;000000;23667-1;516106_1.jpg,516106_2.jpg,516106_3.jpg;черный;норка;Турция;чорний;норка;Туреччина
Женское/Верхняя одежда/шубы/норка;Шуба женская 8016/90/T/Y черная;Шуба женская 8016/90/T/Y;Шуба жiноча 8016/90/T/Y;34999;44999;48;23667;000000;23667-1;516106_1.jpg,516106_2.jpg,516106_3.jpg;черный;норка;Турция;чорний;норка;Туреччина
Женское/Верхняя одежда/шубы/норка;Шуба женская 8017 белая;Шуба женская 8017;Шуба жiноча 8017;65999;75999;42;22805;ffffff;22805-1;543413_1.jpg,543413_2.jpg,543413_3.jpg;белый;норка;Турция;бiлий;норка;Туреччина
Женское/Верхняя одежда/шубы/норка;Шуба женская 8018 белая;Шуба женская 8018;Шуба жiноча 8018;65999;75999;38;22797;ffffff;22797-1;543412_1.jpg,543412_2.jpg,543412_3.jpg;белый;норка;Турция;бiлий;норка;Туреччина
Женское/Верхняя одежда/шубы/куница;Шуба женская 8020 светлая бежевая;Шуба женская 8020;Шуба жiноча 8020;89999;;M;23745;6b5552;23745-1;486085_1.jpg,486085_2.jpg,486085_3.jpg;светлый бежевый;куница каменка;Турция;свiтлий бежевий;куница каменка;Туреччина
Женское/Верхняя одежда/шубы/куница;Шуба женская 8020 светлая бежевая;Шуба женская 8020;Шуба жiноча 8020;89999;;S;23745;6b5552;23745-1;486085_1.jpg,486085_2.jpg,486085_3.jpg;светлый бежевый;куница каменка;Турция;свiтлий бежевий;куница каменка;Туреччина
Женское/Верхняя одежда/шубы/ондатра;Шуба женская 8024 синая;Шуба женская 8024;Шуба жiноча 8024;14999;19999;S;23094;101429;23094-2;420165_1.jpg,420165_2.jpg,420165_3.jpg;синий;ондатра;Турция;синiй;ондатра;Туреччина
Женское/Верхняя одежда/шубы/ондатра;Шуба женская 8024 черная;Шуба женская 8024;Шуба жiноча 8024;14999;19999;M;23094;000000;23094-1;421314_1.jpg,421314_2.jpg,421314_3.jpg;черный;ондатра;Турция;чорний;ондатра;Туреччина
Женское/Верхняя одежда/шубы/ондатра;Шуба женская 8024 черная;Шуба женская 8024;Шуба жiноча 8024;14999;19999;S;23094;000000;23094-1;421314_1.jpg,421314_2.jpg,421314_3.jpg;черный;ондатра;Турция;чорний;ондатра;Туреччина
Женское/Верхняя одежда/шубы/ондатра;Шуба женская 8024 черная;Шуба женская 8024;Шуба жiноча 8024;14999;19999;XS;23094;000000;23094-1;421314_1.jpg,421314_2.jpg,421314_3.jpg;черный;ондатра;Турция;чорний;ондатра;Туреччина
Женское/Верхняя одежда/шубы/куница;Шуба женская 8028 натуральная;Шуба женская 8028;Шуба жiноча 8028;89999;;M;23048;9c7963;23048-1;505455_1.jpg,505455_2.jpg,505455_3.jpg,505455_4.jpg;натуральный;куница лесная;Турция;природний;куница лiсова;Туреччина
Женское/Верхняя одежда/шубы/куница;Шуба женская 8028 натуральная;Шуба женская 8028;Шуба жiноча 8028;89950;;S;23048;9c7963;23048-1;505455_1.jpg,505455_2.jpg,505455_3.jpg,505455_4.jpg;натуральный;куница лесная;Турция;природний;куница лiсова;Туреччина
Женское/Верхняя одежда/шубы/норка;Шуба женская 8069 черная;Шуба женская 8069;Шуба жiноча 8069;31999;41999;L;23099;000000;23099-1;449077_1.jpg,449077_2.jpg,449077_3.jpg;черный;норка;Турция;чорний;норка;Туреччина
Женское/Верхняя одежда/шубы/норка;Шуба женская 8069 черная;Шуба женская 8069;Шуба жiноча 8069;31999;41999;M;23099;000000;23099-1;449077_1.jpg,449077_2.jpg,449077_3.jpg;черный;норка;Турция;чорний;норка;Туреччина
Женское/Верхняя одежда/шубы/норка;Шуба женская 8069 черная;Шуба женская 8069;Шуба жiноча 8069;31999;41999;S;23099;000000;23099-1;449077_1.jpg,449077_2.jpg,449077_3.jpg;черный;норка;Турция;чорний;норка;Туреччина
Женское/Верхняя одежда/шубы/куница;Шуба женская 8074 коричневая;Шуба женская 8074;Шуба жiноча 8074;85999;;M;23106;312021;23106-1;505457_1.jpg,505457_2.jpg,505457_3.jpg;коричневый;куница;Турция;коричневий;куница;Туреччина
Женское/Верхняя одежда/шубы/ондатра;Шуба женская 8078 черная;Шуба женская 8078;Шуба жiноча 8078;12999;17999;L;23102;000000;23102-1;444726_1.jpg,444726_2.jpg,444726_3.jpg;черный;ондатра/замш;Турция;чорний;ондатра/замш;Туреччина
Женское/Верхняя одежда/шубы/ондатра;Шуба женская 8078 черная;Шуба женская 8078;Шуба жiноча 8078;12999;17999;M;23102;000000;23102-1;444726_1.jpg,444726_2.jpg,444726_3.jpg;черный;ондатра/замш;Турция;чорний;ондатра/замш;Туреччина
Женское/Верхняя одежда/шубы/ондатра;Шуба женская 8078 черная;Шуба женская 8078;Шуба жiноча 8078;12999;17999;S;23102;000000;23102-1;444726_1.jpg,444726_2.jpg,444726_3.jpg;черный;ондатра/замш;Турция;чорний;ондатра/замш;Туреччина
Женское/Верхняя одежда/шубы/ондатра;Шуба женская 8078 черная;Шуба женская 8078;Шуба жiноча 8078;12999;17999;XS;23102;000000;23102-1;444726_1.jpg,444726_2.jpg,444726_3.jpg;черный;ондатра/замш;Турция;чорний;ондатра/замш;Туреччина
Женское/Верхняя одежда/шубы/норка;Шуба женская 8080 белая;Шуба женская 8080;Шуба жiноча 8080;39999;49999;M;23615;ffffff;23615-1;543420_1.jpg,543420_2.jpg,543420_3.jpg;белый;норка;Турция;бiлий;норка;Туреччина
Женское/Верхняя одежда/шубы/ондатра;Шуба женская 8081 черная;Шуба женская 8081;Шуба жiноча 8081;14999;19999;2XL;23069;000000;23069-1;474443_1.jpg,474443_2.jpg,474443_3.jpg;черный;ондатра;Турция;чорний;ондатра;Туреччина
Женское/Верхняя одежда/шубы/ондатра;Шуба женская 8081 черная;Шуба женская 8081;Шуба жiноча 8081;14999;19999;M;23069;000000;23069-1;474443_1.jpg,474443_2.jpg,474443_3.jpg;черный;ондатра;Турция;чорний;ондатра;Туреччина
Женское/Верхняя одежда/шубы/ондатра;Шуба женская 8081 синая;Шуба женская 8081;Шуба жiноча 8081;14999;19999;M;23070;212439;23070-2;449424_1.jpg,449424_2.jpg,449424_3.jpg;синий;ондатра/замш;Турция;синiй;ондатра/замш;Туреччина
Женское/Верхняя одежда/шубы/ондатра;Шуба женская 8081 черная;Шуба женская 8081;Шуба жiноча 8081;14999;19999;2XL;23750;000000;23750-1;425127_1.jpg,425127_2.jpg,425127_3.jpg;черный;ондатра/замш;Турция;чорний;ондатра/замш;Туреччина
Женское/Верхняя одежда/шубы/ондатра;Шуба женская 8081 черная;Шуба женская 8081;Шуба жiноча 8081;14999;19999;L;23750;000000;23750-1;425127_1.jpg,425127_2.jpg,425127_3.jpg;черный;ондатра/замш;Турция;чорний;ондатра/замш;Туреччина
Женское/Верхняя одежда/шубы/ондатра;Шуба женская 8081 черная;Шуба женская 8081;Шуба жiноча 8081;14999;19999;M;23750;000000;23750-1;425127_1.jpg,425127_2.jpg,425127_3.jpg;черный;ондатра/замш;Турция;чорний;ондатра/замш;Туреччина
Женское/Верхняя одежда/шубы/ондатра;Шуба женская 8081 черная;Шуба женская 8081;Шуба жiноча 8081;14999;19999;S;23750;000000;23750-1;425127_1.jpg,425127_2.jpg,425127_3.jpg;черный;ондатра/замш;Турция;чорний;ондатра/замш;Туреччина
Женское/Верхняя одежда/шубы/ондатра;Шуба женская 8081 черная;Шуба женская 8081;Шуба жiноча 8081;14950;19950;XL;23750;000000;23750-1;425127_1.jpg,425127_2.jpg,425127_3.jpg;черный;ондатра/замш;Турция;чорний;ондатра/замш;Туреччина
Женское/Верхняя одежда/шубы/ондатра;Шуба женская 8082 черная;Шуба женская 8082;Шуба жiноча 8082;14999;19999;L;23103;000000;23103-1;449032_1.jpg,449032_2.jpg,449032_3.jpg;черный;ондатра/замш;Турция;чорний;ондатра/замш;Туреччина
Женское/Верхняя одежда/шубы/ондатра;Шуба женская 8082 черная;Шуба женская 8082;Шуба жiноча 8082;14999;19999;M;23103;000000;23103-1;449032_1.jpg,449032_2.jpg,449032_3.jpg;черный;ондатра/замш;Турция;чорний;ондатра/замш;Туреччина
Женское/Верхняя одежда/шубы/ондатра;Шуба женская 8082 черная;Шуба женская 8082;Шуба жiноча 8082;14999;19999;S;23103;000000;23103-1;449032_1.jpg,449032_2.jpg,449032_3.jpg;черный;ондатра/замш;Турция;чорний;ондатра/замш;Туреччина
Женское/Верхняя одежда/шубы/ондатра;Шуба женская 8082 черная;Шуба женская 8082;Шуба жiноча 8082;14999;19999;XL;23103;000000;23103-1;449032_1.jpg,449032_2.jpg,449032_3.jpg;черный;ондатра/замш;Турция;чорний;ондатра/замш;Туреччина
Женское/Верхняя одежда/шубы/ондатра;Шуба женская 8082 черная;Шуба женская 8082;Шуба жiноча 8082;14999;19999;XS;23103;000000;23103-1;449032_1.jpg,449032_2.jpg,449032_3.jpg;черный;ондатра/замш;Турция;чорний;ондатра/замш;Туреччина
Женское/Верхняя одежда/шубы/норка;Шуба женская 8120/KPS пастель;Шуба женская 8120/KPS;Шуба жiноча 8120/KPS;44999;54999;44;24636;a58673;24636-1;543428_1.jpg,543428_2.jpg,543428_3.jpg;пастель;норка;Турция;пастель;норка;Туреччина
Женское/Верхняя одежда/шубы/мутон;Шуба женская 8175-1 черная;Шуба женская 8175-1;Шуба жiноча 8175-1;16999.15;19999;3XL;23421;000000;23421-1;320943_1.jpg,320943_2.jpg,320943_3.jpg;черный;мутон/норка;Турция;чорний;мутон/норка;Туреччина
Женское/Верхняя одежда/шубы/мутон;Шуба женская 8175-1 черная;Шуба женская 8175-1;Шуба жiноча 8175-1;16999.15;19999;4XL;23421;000000;23421-1;320943_1.jpg,320943_2.jpg,320943_3.jpg;черный;мутон/норка;Турция;чорний;мутон/норка;Туреччина
Женское/Верхняя одежда/шубы/мутон;Шуба женская 8175-1 черная;Шуба женская 8175-1;Шуба жiноча 8175-1;16999.15;19999;L;23421;000000;23421-1;320943_1.jpg,320943_2.jpg,320943_3.jpg;черный;мутон/норка;Турция;чорний;мутон/норка;Туреччина
Женское/Верхняя одежда/шубы/мутон;Шуба женская 8175-1 черная;Шуба женская 8175-1;Шуба жiноча 8175-1;16999.15;19999;XL;23421;000000;23421-1;320943_1.jpg,320943_2.jpg,320943_3.jpg;черный;мутон/норка;Турция;чорний;мутон/норка;Туреччина
Женское/Верхняя одежда/шубы/норка;Шуба женская 8191 серая;Шуба женская 8191;Шуба жiноча 8191;85999;95999;S;23143;948a8c;23143-1;543328_1.jpg,543328_2.jpg,543328_3.jpg;серый;норка;Турция;сiрий;норка;Туреччина
Женское/Верхняя одежда/шубы/норка;Шуба женская 8191 черная;Шуба женская 8191;Шуба жiноча 8191;59999;69999;S;23143;000000;23143-2;543341_1.jpg,543341_2.jpg,543341_3.jpg;черный;норка;Турция;чорний;норка;Туреччина
Женское/Верхняя одежда/шубы/рысь;Шуба женская 8228/120/двухстор серая;Шуба женская 8228/120/двухстор;Шуба жiноча 8228/120/двухстор;17999;22999;42;24521;636573;24521-4;527156_1.jpg,527156_2.jpg,527156_3.jpg;серый;чернобурка;Турция;сiрий;чорнобурка;Туреччина
Женское/Верхняя одежда/шубы/рысь;Шуба женская 8228/120/двухстор серая;Шуба женская 8228/120/двухстор;Шуба жiноча 8228/120/двухстор;17999;22999;44;24521;636573;24521-4;527156_1.jpg,527156_2.jpg,527156_3.jpg;серый;чернобурка;Турция;сiрий;чорнобурка;Туреччина
Женское/Верхняя одежда/шубы/рысь;Шуба женская 8228/120/двухстор серая;Шуба женская 8228/120/двухстор;Шуба жiноча 8228/120/двухстор;17999;22999;46;24521;636573;24521-4;527156_1.jpg,527156_2.jpg,527156_3.jpg;серый;чернобурка;Турция;сiрий;чорнобурка;Туреччина
Женское/Верхняя одежда/шубы/чернобурка;Шуба женская 8228/90/двухстор серая;Шуба женская 8228/90/двухстор;Шуба жiноча 8228/90/двухстор;14999;19999;42;24522;525163;24522-3;527150_1.jpg,527150_2.jpg,527150_3.jpg;серый;чернобурка;Турция;сiрий;чорнобурка;Туреччина
Женское/Верхняя одежда/шубы/чернобурка;Шуба женская 8228/90/двухстор серая;Шуба женская 8228/90/двухстор;Шуба жiноча 8228/90/двухстор;14999;19999;44;24522;525163;24522-3;527150_1.jpg,527150_2.jpg,527150_3.jpg;серый;чернобурка;Турция;сiрий;чорнобурка;Туреччина
Женское/Верхняя одежда/шубы/чернобурка;Шуба женская 8228/90/двухстор серая;Шуба женская 8228/90/двухстор;Шуба жiноча 8228/90/двухстор;14950;19950;46;24522;525163;24522-3;527150_1.jpg,527150_2.jpg,527150_3.jpg;серый;чернобурка;Турция;сiрий;чорнобурка;Туреччина
Женское/Верхняя одежда/шубы/норка;Шуба женская 8288/70 черная;Шуба женская 8288/70;Шуба жiноча 8288/70;29999;39999;40;23660;000000;23660-1;475536_1.jpg,475536_2.jpg,475536_3.jpg;черный;норка;Турция;чорний;норка;Туреччина
Акции/женщины;Шуба женская 86099 черная;Шуба женская 86099;Шуба жiноча 86099;12999.5;25999;2XL;24164;000000;24164-1;466514_1.jpg,466514_2.jpg,466514_3.jpg;черный;каракульча/рекс;Турция;чорний;каракульча/рекс;Туреччина
Акции/женщины;Шуба женская 86099 черная;Шуба женская 86099;Шуба жiноча 86099;12999.5;25999;XL;24164;000000;24164-1;466514_1.jpg,466514_2.jpg,466514_3.jpg;черный;каракульча/рекс;Турция;чорний;каракульча/рекс;Туреччина
Женское/Верхняя одежда/шубы/норка;Шуба женская 8655/90/KPS пастель;Шуба женская 8655/90/KPS;Шуба жiноча 8655/90/KPS;39999;49999;48-50;24102;c6baad;24102-1;406471_1.jpg,406471_2.jpg,406471_3.jpg;пастель;норка;Турция;пастель;норка;Туреччина
Женское/Верхняя одежда/шубы/норка;Шуба женская 8889 черная;Шуба женская 8889;Шуба жiноча 8889;39950;49950;XL;23146;000000;23146-1;543383_1.jpg,543383_2.jpg,543383_3.jpg;черный;норка;Турция;чорний;норка;Туреччина
Женское/Верхняя одежда/шубы/норка;Шуба женская 8889/70 белая;Шуба женская 8889/70;Шуба жiноча 8889/70;45999;55999;46;23617;ffffff;23617-1;543419_1.jpg,543419_2.jpg,543419_3.jpg;белый;норка;Турция;бiлий;норка;Туреччина
Женское/Верхняя одежда/шубы/мутон;Шуба женская 9003-1 черная;Шуба женская 9003-1;Шуба жiноча 9003-1;16149.15;18999;L;23415;000000;23415-1;248319_1.jpg,248319_2.jpg,248319_3.jpg;черный;мутон/норка;Турция;чорний;мутон/норка;Туреччина
Женское/Верхняя одежда/шубы/мутон;Шуба женская 9003-1 черная;Шуба женская 9003-1;Шуба жiноча 9003-1;16149.15;18999;M;23415;000000;23415-1;248319_1.jpg,248319_2.jpg,248319_3.jpg;черный;мутон/норка;Турция;чорний;мутон/норка;Туреччина
Женское/Верхняя одежда/шубы/мутон;Шуба женская 9003-1 черная;Шуба женская 9003-1;Шуба жiноча 9003-1;16149.15;18999;S;23415;000000;23415-1;248319_1.jpg,248319_2.jpg,248319_3.jpg;черный;мутон/норка;Турция;чорний;мутон/норка;Туреччина
Женское/Верхняя одежда/шубы/мутон;Шуба женская 9003-1 черная;Шуба женская 9003-1;Шуба жiноча 9003-1;16149.15;18999;XL;23415;000000;23415-1;248319_1.jpg,248319_2.jpg,248319_3.jpg;черный;мутон/норка;Турция;чорний;мутон/норка;Туреччина
Женское/Верхняя одежда/шубы/норка;Шуба женская 9012 коричневая;Шуба женская 9012;Шуба жiноча 9012;37999;47999;46-48;23630;292021;23630-1;319885_1.jpg,319885_2.jpg,319885_3.jpg;коричневый;норка;Турция;коричневий;норка;Туреччина
Женское/Верхняя одежда/шубы/норка;Шуба женская 9012 коричневая;Шуба женская 9012;Шуба жiноча 9012;37950;47950;48-50;23630;292021;23630-1;319885_1.jpg,319885_2.jpg,319885_3.jpg;коричневый;норка;Турция;коричневий;норка;Туреччина
Женское/Верхняя одежда/шубы/норка;Шуба женская 9012/95 черная;Шуба женская 9012/95;Шуба жiноча 9012/95;44999;59999;38;23531;000000;23531-1;319890_1.jpg,319890_2.jpg,319890_3.jpg;черный;норка;Турция;чорний;норка;Туреччина
Женское/Верхняя одежда/шубы/норка;Шуба женская 9026/100/KPS/T темно-сиреневая;Шуба женская 9026/100/KPS/T;Шуба жiноча 9026/100/KPS/T;47999;57999;40;24452;182031;24452-2;479149_1.jpg,479149_2.jpg,479149_3.jpg;темно-сиреневый;норка;Турция;темно-бузковий;норка;Туреччина
Женское/Верхняя одежда/шубы/норка;Шуба женская 9026/100/KPS/T темно-сиреневая;Шуба женская 9026/100/KPS/T;Шуба жiноча 9026/100/KPS/T;47999;57999;42;24452;182031;24452-2;479149_1.jpg,479149_2.jpg,479149_3.jpg;темно-сиреневый;норка;Турция;темно-бузковий;норка;Туреччина
Женское/Верхняя одежда/шубы/норка;Шуба женская 9026/100/KPS/T темно-сиреневая;Шуба женская 9026/100/KPS/T;Шуба жiноча 9026/100/KPS/T;47999;57999;44;24452;182031;24452-2;479149_1.jpg,479149_2.jpg,479149_3.jpg;темно-сиреневый;норка;Турция;темно-бузковий;норка;Туреччина
Женское/Верхняя одежда/шубы/норка;Шуба женская 9026/100/KPS/T темно-сиреневая;Шуба женская 9026/100/KPS/T;Шуба жiноча 9026/100/KPS/T;47999;57999;46;24452;182031;24452-2;479149_1.jpg,479149_2.jpg,479149_3.jpg;темно-сиреневый;норка;Турция;темно-бузковий;норка;Туреччина
Женское/Верхняя одежда/шубы/норка;Шуба женская 9026/100/KPS/T темно-сиреневая;Шуба женская 9026/100/KPS/T;Шуба жiноча 9026/100/KPS/T;47999;57999;48;24452;182031;24452-2;479149_1.jpg,479149_2.jpg,479149_3.jpg;темно-сиреневый;норка;Турция;темно-бузковий;норка;Туреччина
Женское/Верхняя одежда/шубы/норка;Шуба женская 9026/100/KPS/T темно-сиреневая;Шуба женская 9026/100/KPS/T;Шуба жiноча 9026/100/KPS/T;47999;57999;50;24452;182031;24452-2;479149_1.jpg,479149_2.jpg,479149_3.jpg;темно-сиреневый;норка;Турция;темно-бузковий;норка;Туреччина
Женское/Верхняя одежда/шубы/норка;Шуба женская 9026/100/T кашемир;Шуба женская 9026/100/T;Шуба жiноча 9026/100/T;45999;55999;44;24455;292429;24455-1;479172_1.jpg,479172_2.jpg,479172_3.jpg;кашемир;норка;Турция;кашемир;норка;Туреччина
Женское/Верхняя одежда/шубы/норка;Шуба женская 9026/100/T сиреневая;Шуба женская 9026/100/T;Шуба жiноча 9026/100/T;45999;55999;40;24455;313039;24455-3;479873_1.jpg,479873_2.jpg,479873_3.jpg;сиреневый;норка;Турция;бузковий;норка;Туреччина
Женское/Верхняя одежда/шубы/норка;Шуба женская 9026/100/T сиреневая;Шуба женская 9026/100/T;Шуба жiноча 9026/100/T;45999;55999;42;24455;313039;24455-3;479873_1.jpg,479873_2.jpg,479873_3.jpg;сиреневый;норка;Турция;бузковий;норка;Туреччина
Женское/Верхняя одежда/шубы/норка;Шуба женская 9026/100/T сиреневая;Шуба женская 9026/100/T;Шуба жiноча 9026/100/T;45999;55999;48;24455;313039;24455-3;479873_1.jpg,479873_2.jpg,479873_3.jpg;сиреневый;норка;Турция;бузковий;норка;Туреччина
